researcher_name,profile_url,google_scholar_id,affiliation,researcher_total_citations,researcher_keywords,researcher_homepage,paper_title,paper_citations,paper_year,paper_url,paper_abstract
Neha Kumar,https://scholar.google.com/citations?user=-ZqZyP0AAAAJ&hl=en,-ZqZyP0AAAAJ,Associate Professor @Georgia Tech,6494,"Human-Computer Interaction, Health",http://www.nehakumar.org/,The gender-technology divide or perceptions of non-use?,52,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=-ZqZyP0AAAAJ&pagesize=50&citation_for_view=-ZqZyP0AAAAJ:QIV2ME_5wuYC,"There exists a widely acknowledged gender divide in rural India that is perceived to complicate, often cripple, women’s access to various new media technologies, including mobile devices that their male counterparts have been using for several years. My research takes a deeper look at this divide to offer a more nuanced understanding that extends beyond the dualism of use and non-use and deconstructs the popular notions that rural Indian women are digitally illiterate, have little time or inclination to use technology, or would find it to be of little use. I analyze the role that patriarchal practices play in structuring the perceptions of women’s interactions with mobile phones using qualitative data collected over multiple site visits to Raebareli district in rural Uttar Pradesh (India)."
Neha Kumar,https://scholar.google.com/citations?user=-ZqZyP0AAAAJ&hl=en,-ZqZyP0AAAAJ,Associate Professor @Georgia Tech,6494,"Human-Computer Interaction, Health",http://www.nehakumar.org/,Social Media for Earthquake Response: Unpacking its Limitations with Care,50,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=-ZqZyP0AAAAJ&pagesize=50&citation_for_view=-ZqZyP0AAAAJ:u_35RYKgDlwC,"When a 7.8 intensity earthquake caused widespread disaster in Ecuador on April 16, 2016, citizens across the country self-organized to gather, mobilize, and distribute supplies to affected populations, assuming the role of ad hoc humanitarian logisticians. Drawing on ethnographic findings, we present a situated perspective of how these citizens straddled the boundaries of online and offline activity for earthquake relief. In doing so, we offer an enriched understanding of how various social media channels might support informal, on-the-ground, crisis response, but also where they fall short in the process. Studying the emergence of care where social media fell short allows us to make recommendations for technology design to improve the effectiveness of logisticians in crisis response. By examining the bodily engagement of our participants at crisis sites, their efforts to deal with material convergence, and how they …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,{QSYM}: A practical concolic execution engine tailored for hybrid fuzzing,758,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:jNf07s93Da0C,"Recently, hybrid fuzzing has been proposed to address the limitations of fuzzing and concolic execution by combining both approaches. The hybrid approach has shown its effectiveness in various synthetic benchmarks such as DARPA Cyber Grand Challenge (CGC) binaries, but it still suffers from scaling to find bugs in complex, realworld software. We observed that the performance bottleneck of the existing concolic executor is the main limiting factor for its adoption beyond a small-scale study. To overcome this problem, we design a fast concolic execution engine, called QSYM, to support hybrid fuzzing. The key idea is to tightly integrate the symbolic emulation with the native execution using dynamic binary translation, making it possible to implement more fine-grained, so faster, instruction-level symbolic emulation. Additionally, QSYM loosens the strict soundness requirements of conventional concolic executors for better performance, yet takes advantage of a faster fuzzer for validation, providing unprecedented opportunities for performance optimizations, eg, optimistically solving constraints and pruning uninteresting basic blocks. Our evaluation shows that QSYM does not just outperform state-of-the-art fuzzers (ie, found 14× more bugs than VUzzer in the LAVA-M dataset, and outperformed Driller in 104 binaries out of 126), but also found 13 previously unknown security bugs in eight real-world programs like Dropbox Lepton, ffmpeg, and OpenJPEG, which have already been intensively tested by the stateof-the-art fuzzers, AFL and OSS-Fuzz."
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Inferring fine-grained control flow inside {SGX} enclaves with branch shadowing,724,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:L1d--jQnBlAC,"Intel has introduced a hardware-based trusted execution environment, Intel Software Guard Extensions (SGX), that provides a secure, isolated execution environment, or enclave, for a user program without trusting any underlying software (eg, an operating system) or firmware. Researchers have demonstrated that SGX is vulnerable to a page-fault-based attack. However, the attack only reveals page-level memory accesses within an enclave. In this paper, we explore a new, yet critical, sidechannel attack, branch shadowing, that reveals finegrained control flows (branch granularity) in an enclave. The root cause of this attack is that SGX does not clear branch history when switching from enclave to nonenclave mode, leaving fine-grained traces for the outside world to observe, which gives rise to a branch-prediction side channel. However, exploiting this channel in practice is challenging because 1) measuring branch execution time is too noisy for distinguishing fine-grained controlflow changes and 2) pausing an enclave right after it has executed the code block we target requires sophisticated control. To overcome these challenges, we develop two novel exploitation techniques: 1) a last branch record (LBR)-based history-inferring technique and 2) an advanced programmable interrupt controller (APIC)-based technique to control the execution of an enclave in a finegrained manner. An evaluation against RSA shows that our attack infers each private key bit with 99.8% accuracy. Finally, we thoroughly study the feasibility of hardwarebased solutions (ie, branch history flushing) and propose a software-based approach that mitigates the attack."
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,T-SGX: Eradicating Controlled-Channel Attacks Against Enclave Programs.,552,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:ChsjQIg5EFEC,"Intel Software Guard Extensions (SGX) is a hardware-based trusted execution environment (TEE) that enables secure execution of a program in an isolated environment, an enclave. SGX hardware protects the running enclave against malicious software, including an operating system (OS), a hypervisor, and even low-level firmwares. This strong security property allows the trustworthy execution of programs in a hostile environment, such as a public cloud, without trusting anyone (eg, a cloud provider) between the enclave and the SGX hardware. However, recent studies have demonstrated that enclave programs are vulnerable to an accurate controlled-channel attack: Since enclaves rely on the underlying OS, a curious or potentially malicious OS can observe a sequence of accessed addresses by intentionally triggering page faults.In this paper, we propose T-SGX, a complete mitigation solution to the controlled-channel attack in terms of compatibility, performance, and ease of use. T-SGX relies on a commodity component of the Intel processor (since Haswell), Transactional Synchronization Extensions (TSX), which implements a restricted form of hardware transactional memory. As TSX is implemented as an extension (ie, snooping the cache protocol), any unusual event, such as an exception or interrupt, that should be handled in its core component, results in an abort of the ongoing transaction. One interesting property is that the TSX abort suppresses the notification of errors to the underlying OS, which means that the OS cannot know whether a page fault has occurred during the transaction. T-SGX, by utilizing such property, can carefully …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,{STEALTHMEM}:{System-Level} protection against {Cache-Based} side channel attacks in the cloud,522,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:9yKSN-GCB0IC,"Cloud services are rapidly gaining adoption due to the promises of cost efficiency, availability, and on-demand scaling. To achieve these promises, cloud providers share physical resources to support multi-tenancy of cloud platforms. However, the possibility of sharing the same hardware with potential attackers makes users reluctant to offload sensitive data into the cloud. Worse yet, researchers have demonstrated side channel attacks via shared memory caches to break full encryption keys of AES, DES, and RSA.We present STEALTHMEM, a system-level protection mechanism against cache-based side channel attacks in the cloud. STEALTHMEM manages a set of locked cache lines per core, which are never evicted from the cache, and efficiently multiplexes them so that each VM can load its own sensitive data into the locked cache lines. Thus, any VM can hide memory access patterns on confidential data from other VMs. Unlike existing state-of-the-art mitigation methods, STEALTHMEM works with existing commodity hardware and does not require profound changes to application software. We also present a novel idea and prototype for isolating cache lines while fully utilizing memory by exploiting architectural properties of set-associative caches. STEALTHMEM imposes 5.9% of performance overhead on the SPEC 2006 CPU benchmark, and between 2% and 5% overhead on secured AES, DES and Blowfish, requiring only between 3 and 34 lines of code changes from the original implementations."
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,SplitFS: Reducing software overhead in file systems for persistent memory,298,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:rn4dCvfRltYC,"We present SplitFS, a file system for persistent memory (PM) that reduces software overhead significantly compared to state-of-the-art PM file systems. SplitFS presents a novel split of responsibilities between a user-space library file system and an existing kernel PM file system. The user-space library file system handles data operations by intercepting POSIX calls, memory-mapping the underlying file, and serving the read and overwrites using processor loads and stores. Metadata operations are handled by the kernel PM file system (ext4 DAX). SplitFS introduces a new primitive termed relink to efficiently support file appends and atomic data operations. SplitFS provides three consistency modes, which different applications can choose from, without interfering with each other. SplitFS reduces software overhead by up-to 4x compared to the NOVA PM file system, and 17x compared to ext4 DAX. On a number of …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,SGX-shield: Enabling address space layout randomization for SGX programs.,288,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:3xcwCnWquLEC,"Traditional execution environments deploy Address Space Layout Randomization (ASLR) to defend against memory corruption attacks. However, Intel Software Guard Extension (SGX), a new trusted execution environment designed to serve security-critical applications on the cloud, lacks such an effective, well-studied feature. In fact, we find that applying ASLR to SGX programs raises non-trivial issues beyond simple engineering for a number of reasons: 1) SGX is designed to defeat a stronger adversary than the traditional model, which requires the address space layout to be hidden from the kernel; 2) the limited memory uses in SGX programs present a new challenge in providing a sufficient degree of entropy; 3) remote attestation conflicts with the dynamic relocation required for ASLR; and 4) the SGX specification relies on known and fixed addresses for key data structures that cannot be randomized.This paper presents SGX-Shield, a new ASLR scheme designed for SGX environments. SGX-Shield is built on a secure in-enclave loader to secretly bootstrap the memory space layout with a finer-grained randomization. To be compatible with SGX hardware (eg, remote attestation, fixed addresses), SGX-Shield is designed with a software-based data execution protection mechanism through an LLVM-based compiler. We implement SGX-Shield and thoroughly evaluate it on real SGX hardware. It shows a high degree of randomness in memory layouts and stops memory corruption attacks with a high probability. SGX-Shield shows 7.61% performance overhead in running common microbenchmarks and 2.25% overhead in running a more …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Hacking in darkness: Return-oriented programming against secure enclaves,266,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:Fp1gVP7Oym8C,"Intel Software Guard Extensions (SGX) is a hardwarebased Trusted Execution Environment (TEE) that is widely seen as a promising solution to traditional security threats. While SGX promises strong protection to bugfree software, decades of experience show that we have to expect vulnerabilities in any non-trivial application. In a traditional environment, such vulnerabilities often allow attackers to take complete control of vulnerable systems. Efforts to evaluate the security of SGX have focused on side-channels. So far, neither a practical attack against a vulnerability in enclave code nor a proof-of-concept attack scenario has been demonstrated. Thus, a fundamental question remains: What are the consequences and dangers of having a memory corruption vulnerability in enclave code?To answer this question, we comprehensively analyze exploitation techniques against vulnerabilities inside enclaves. We demonstrate a practical exploitation technique, called Dark-ROP, which can completely disarm the security guarantees of SGX. Dark-ROP exploits a memory corruption vulnerability in the enclave software through return-oriented programming (ROP). However Dark-ROP differs significantly from traditional ROP attacks because the target code runs under solid hardware protection. We overcome the problem of exploiting SGX-specific properties and obstacles by formulating a novel ROP attack scheme against SGX under practical assumptions. Specifically, we build several oracles that inform the attacker about the status of enclave execution. This enables him to launch the ROP attack while both code and data are hidden. In addition, we exfiltrate …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Breaking kernel address space layout randomization with intel tsx,260,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:Kmip3zU-C7YC,"Kernel hardening has been an important topic since many applications and security mechanisms often consider the kernel as part of their Trusted Computing Base (TCB). Among various hardening techniques, Kernel Address Space Layout Randomization (KASLR) is the most effective and widely adopted defense mechanism that can practically mitigate various memory corruption vulnerabilities, such as buffer overflow and use-after-free. In principle, KASLR is secure as long as no memory leak vulnerability exists and high entropy is ensured. In this paper, we introduce a highly stable timing attack against KASLR, called DrK, that can precisely de-randomize the memory layout of the kernel without violating any such assumptions. DrK exploits a hardware feature called Intel Transactional Synchronization Extension (TSX) that is readily available in most modern commodity CPUs. One surprising behavior of TSX, which …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Mosaic: Processing a trillion-edge graph on a single machine,259,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:iC1Mcd5kvfwC,"Processing a one trillion-edge graph has recently been demonstrated by distributed graph engines running on clusters of tens to hundreds of nodes. In this paper, we employ a single heterogeneous machine with fast storage media (e.g., NVMe SSD) and massively parallel coprocessors (e.g., Xeon Phi) to reach similar dimensions. By fully exploiting the heterogeneous devices, we design a new graph processing engine, named Mosaic, for a single machine. We propose a new locality-optimizing, space-efficient graph representation---Hilbert-ordered tiles, and a hybrid execution model that enables vertex-centric operations in fast host processors and edge-centric operations in massively parallel coprocessors. Our evaluation shows that for smaller graphs, Mosaic consistently outperforms other state-of-the-art out-of-core engines by 3.2-58.6x and shows comparable performance to distributed graph engines …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,libmpk: Software abstraction for intel memory protection keys (intel {MPK}),254,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:99Pv1cn5vGAC,"Intel Memory Protection Keys (MPK) is a new hardware primitive to support thread-local permission control on groups of pages without requiring modification of page tables. Unfortunately, its current hardware implementation and software support suffer from security, scalability, and semantic problems:(1) vulnerable to protection-key-use-after-free;(2) providing the limited number of protection keys; and (3) incompatible with mprotect ()’s process-based permission model. In this paper, we propose libmpk, a software abstraction for MPK. It virtualizes the hardware protection keys to eliminate the protection-key-use-after-free problem while providing accesses to an unlimited number of virtualized keys. To support legacy applications, it also provides a lazy inter-thread key synchronization. To enhance the security of MPK itself, libmpk restricts unauthorized writes to its metadata. We apply libmpk to three real-world applications: OpenSSL, JavaScript JIT compiler, and Memcached for memory protection and isolation. Our evaluation shows that it introduces negligible performance overhead (< 1%) compared with the original, unprotected versions and improves performance by 8.1× compared with the secure equivalents using mprotect (). The source code of libmpk is publicly available and maintained as an open source project."
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,SGX-Bomb: Locking down the processor via Rowhammer attack,254,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:5-tCjTwfAdEC,"Intel Software Guard Extensions (SGX) provides a strongly isolated memory space, known as an enclave, for a user process, ensuring confidentiality and integrity against software and hardware attacks. Even the operating system and hypervisor cannot access the enclave because of the hardware-level isolation. Further, hardware attacks are neither able to disclose plaintext data from the enclave because its memory is always encrypted nor modify it because its integrity is always verified using an integrity tree. When the processor detects any integrity violation, it locks itself to prevent further damages; that is, a system reboot is necessary. The processor lock seems a reasonable solution against such a powerful hardware attacker; however, if a software attacker has a way to trigger integrity violation, the lock could result in a severe denial-of-service (DoS) attack. In this paper, we introduce the SGX-Bomb attack that …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Recipe: Converting concurrent dram indexes to persistent-memory indexes,250,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:8sNJjd_y2HYC,"We present Recipe, a principled approach for converting concurrent DRAM indexes into crash-consistent indexes for persistent memory (PM). The main insight behind Recipe is that isolation provided by a certain class of concurrent in-memory indexes can be translated with small changes to crash-consistency when the same index is used in PM. We present a set of conditions that enable the identification of this class of DRAM indexes, and the actions to be taken to convert each index to be persistent. Based on these conditions and conversion actions, we modify five different DRAM indexes based on B+ trees, tries, radix trees, and hash tables to their crash-consistent PM counterparts. The effort involved in this conversion is minimal, requiring 30--200 lines of code. We evaluated the converted PM indexes on Intel DC Persistent Memory, and found that they outperform state-of-the-art, hand-crafted PM indexes in multi …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Preventing use-after-free with dangling pointers nullification.,244,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:qUcmZB5y_30C,"Many system components and network applications are written in languages that are prone to memory corruption vulnerabilities. There have been countless cases where simple mistakes by developers resulted in memory corruption vulnerabilities and consequently security exploits. While there have been tremendous research efforts to mitigate these vulnerabilities, useafter-free still remains one of the most critical and popular attack vectors because existing proposals have not adequately addressed the challenging program analysis and runtime performance issues.In this paper we present DANGNULL, a system that detects temporal memory safety violations—in particular, use-after-free and double-free—during runtime. DANGNULL relies on the key observation that the root cause of these violations is that pointers are not nullified after the target object is freed. Based on this observation, DANGNULL automatically traces the object’s relationships via pointers and automatically nullifies all pointers when the target object is freed. DANGNULL offers several benefits. First, DANGNULL addresses the root cause of temporal memory safety violations. It does not rely on the side effects of violations, which can vary and may be masked by attacks. Thus, DANGNULL is effective against even the most sophisticated exploitation techniques. Second, DANGNULL checks object relationship information using runtime object range analysis on pointers, and thus is able to keep track of pointer semantics more robustly even in complex and large scale software. Lastly, DANGNULL does not require numerous explicit sanity checks on memory accesses because it can …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,ASLR-Guard: Stopping address space leakage for code reuse attacks,222,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:L7CI7m0gUJcC,"A general prerequisite for a code reuse attack is that the attacker needs to locate code gadgets that perform the desired operations and then direct the control flow of a vulnerable application to those gadgets. Address Space Layout Randomization (ASLR) attempts to stop code reuse attacks by making the first part of the prerequisite unsatisfiable. However, research in recent years has shown that this protection is often defeated by commonly existing information leaks, which provides attackers clues about the whereabouts of certain code gadgets. In this paper, we present ASLR-Guard, a novel mechanism that completely prevents the leaks of code pointers, and render other information leaks (e.g., the ones of data pointers) useless in deriving code address. The main idea behind ASLR-Guard is to render leak of data pointer useless in deriving code address by separating code and data, provide a secure storage for …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,HDFI: Hardware-assisted data-flow isolation,215,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:sfnaS5RM6jYC,"Memory corruption vulnerabilities are the root cause of many modern attacks. Existing defense mechanisms are inadequate; in general, the software-based approaches are not efficient and the hardware-based approaches are not flexible. In this paper, we present hardware-assisted data-flow isolation, or, HDFI, a new fine-grained data isolation mechanism that is broadly applicable and very efficient. HDFI enforces isolation at the machine word granularity by virtually extending each memory unit with an additional tag that is defined by dataflow. This capability allows HDFI to enforce a variety of security models such as the Biba Integrity Model and the Bell -- LaPadula Model. We implemented HDFI by extending the RISC-V instruction set architecture (ISA) and instantiating it on the Xilinx Zynq ZC706 evaluation board. We ran several benchmarks including the SPEC CINT 2000 benchmark suite. Evaluation results …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Enforcing Kernel Security Invariants with Data Flow Integrity.,197,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:_OXeSy2IsFwC,"The operation system kernel is the foundation of the whole system and is often the de facto trusted computing base for many higher level security mechanisms. Unfortunately, kernel vulnerabilities are not rare and are continuously being introduced with new kernel features. Once the kernel is compromised, attackers can bypass any access control checks, escalate their privileges, and hide the evidence of attacks. Many protection mechanisms have been proposed and deployed to prevent kernel exploits. However, a majority of these techniques only focus on preventing control-flow hijacking attacks; techniques that can mitigate noncontrol-data attacks either only apply to drivers/modules or impose too much overhead. The goal of our research is to develop a principled defense mechanism against memory-corruption-based privilege escalation attacks. Toward this end, we leverage dataflow integrity to enforce security invariants of the kernel access control system. In order for our protection mechanism to be practical, we develop two new techniques: one for automatically inferring data that are critical to the access control system without manual annotation, and the other for efficient DFI enforcement over the inference results. We have implemented a prototype of our technology for the ARM64 Linux kernel on an Android device. The evaluation results of our prototype implementation show that our technology can mitigate a majority of privilege escalation attacks, while imposing a moderate amount of performance overhead."
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Enforcing unique code target property for control-flow integrity,188,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:zQ-Gyk3yozYC,"The goal of control-flow integrity (CFI) is to stop control-hijacking attacks by ensuring that each indirect control-flow transfer (ICT) jumps to its legitimate target. However, existing implementations of CFI have fallen short of this goal because their approaches are inaccurate and as a result, the set of allowable targets for an ICT instruction is too large, making illegal jumps possible. In this paper, we propose the Unique Code Target (UCT) property for CFI. Namely, for each invocation of an ICT instruction, there should be one and only one valid target. We develop a prototype called uCFI to enforce this new property. During compilation, uCFI identifies the sensitive instructions that influence ICT and instruments the program to record necessary execution context. At runtime, uCFI monitors the program execution in a different process, and performs points-to analysis by interpreting sensitive instructions using the recorded …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Understanding manycore scalability of file systems,188,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:8Xgff_V0N9gC,"We analyze the manycore scalability of five widelydeployed file systems, namely, ext4, XFS, btrfs, F2FS, and tmpfs, by using our open source benchmark suite, FXMARK. FXMARK implements 19 microbenchmarks to stress specific components of each file system and includes three application benchmarks to measure the macroscopic scalability behavior. We observe that file systems are hidden scalability bottlenecks in many I/O-intensive applications even when there is no apparent contention at the application level. We found 25 scalability bottlenecks in file systems, many of which are unexpected or counterintuitive. We draw a set of observations on file system scalability behavior and unveil several core aspects of file system design that systems researchers must address."
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Identifying open-source license violation and 1-day security risk at large scale,185,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:Grx829lh2T4C,"With millions of apps available to users, the mobile app market is rapidly becoming very crowded. Given the intense competition, the time to market is a critical factor for the success and profitability of an app. In order to shorten the development cycle, developers often focus their efforts on the unique features and workflows of their apps and rely on third-party Open Source Software (OSS) for the common features. Unfortunately, despite their benefits, careless use of OSS can introduce significant legal and security risks, which if ignored can not only jeopardize security and privacy of end users, but can also cause app developers high financial loss. However, tracking OSS components, their versions, and interdependencies can be very tedious and error-prone, particularly if an OSS is imported with little to no knowledge of its provenance. We therefore propose OSSPolice, a scalable and fully-automated tool for mobile …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Designing new operating primitives to improve fuzzing performance,181,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:AQkP-AuIKnwC,"Fuzzing is a software testing technique that finds bugs by repeatedly injecting mutated inputs to a target program. Known to be a highly practical approach, fuzzing is gaining more popularity than ever before. Current research on fuzzing has focused on producing an input that is more likely to trigger a vulnerability. In this paper, we tackle another way to improve the performance of fuzzing, which is to shorten the execution time of each iteration. We observe that AFL, a state-of-the-art fuzzer, slows down by 24x because of file system contention and the scalability of fork() system call when it runs on 120 cores in parallel. Other fuzzers are expected to suffer from the same scalability bottlenecks in that they follow a similar design pattern. To improve the fuzzing performance, we design and implement three new operating primitives specialized for fuzzing that solve these performance bottlenecks and achieve scalable …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Krace: Data race fuzzing for kernel file systems,179,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:ikt9xPlBqyoC,"Data races occur when two threads fail to use proper synchronization when accessing shared data. In kernel file systems, which are highly concurrent by design, data races are common mistakes and often wreak havoc on the users, causing inconsistent states or data losses. Prior fuzzing practices on file systems have been effective in uncovering hundreds of bugs, but they mostly focus on the sequential aspect of file system execution and do not comprehensively explore the concurrency dimension and hence, forgo the opportunity to catch data races.In this paper, we bring coverage-guided fuzzing to the concurrency dimension with three new constructs: 1) a new coverage tracking metric, alias coverage, specially designed to capture the exploration progress in the concurrency dimension; 2) an evolution algorithm for generating, mutating, and merging multi-threaded syscall sequences as inputs for concurrency …"
Taesoo Kim,https://scholar.google.com/citations?user=06hgT8gAAAAJ&hl=en,06hgT8gAAAAJ,Georgia Institute of Technology,12368,"Security, Operating System, Systems",https://taesoo.kim/,Fuzzing javascript engines with aspect-preserving mutation,172,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=06hgT8gAAAAJ&pagesize=50&citation_for_view=06hgT8gAAAAJ:ELXbv_g87O8C,"Fuzzing is a practical, widely-deployed technique to find bugs in complex, real-world programs like JavaScript engines. We observed, however, that existing fuzzing approaches, either generative or mutational, fall short in fully harvesting high-quality input corpora such as known proof of concept (PoC) exploits or unit tests. Existing fuzzers tend to destruct subtle semantics or conditions encoded in the input corpus in order to generate new test cases because this approach helps in discovering new code paths of the program. Nevertheless, for JavaScript-like complex programs, such a conventional design leads to test cases that tackle only shallow parts of the complex codebase and fails to reach deep bugs effectively due to the huge input space.In this paper, we advocate a new technique, called an aspect-preserving mutation, that stochastically preserves the desirable properties, called aspects, that we prefer to be …"
